Sarika Bobde,8lPOkXcAAAAJ,https://scholar.google.com/citations?user=8lPOkXcAAAAJ&hl=en,Malaria cell image classification using autoencoder
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Pharmacology and toxicology of α-and β-Asarone: A review of preclinical evidence
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,"Phytochemical Analysis, Antioxidant, Antistress, and Nootropic Activities of Aqueous and Methanolic Seed Extracts of Ladies Finger (Abelmoschus esculentus L.) in …"
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Antipsychotic-like activity of Noni (Morinda citrifolia Linn.) in mice
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Effect of Noni (Morinda citrifolia Linn.) Fruit and Its Bioactive Principles Scopoletin and Rutin on Rat Vas Deferens Contractility: An Ex Vivo Study
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,What has come out from phytomedicines and herbal edibles for the treatment of cancer?
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Rodent models for nicotine withdrawal
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Protective effect of mangiferin on memory impairment: A systematic review
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,MicroRNA expression signature of methamphetamine use and addiction in the rat nucleus accumbens
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,"Cancer chemotherapy-induced nausea and vomiting: role of mediators, development of drugs and treatment methods"
Vijayapandi Pandy,QCRlCDgAAAAJ,https://scholar.google.com/citations?user=QCRlCDgAAAAJ&hl=en,Mitragyna speciosa Leaf Extract Exhibits Antipsychotic-Like Effect with the Potential to Alleviate Positive and Negative Symptoms of Psychosis in Mice
Nidhi Gupta,7VdkFYoAAAAJ,https://scholar.google.com/citations?user=7VdkFYoAAAAJ&hl=en,Dividend Dynamics and Shareholders’ Wealth: An Empirical Investigation based on NSE100 companies
Nidhi Gupta,7VdkFYoAAAAJ,https://scholar.google.com/citations?user=7VdkFYoAAAAJ&hl=en,Exploring the Impact of Foreign Ownership and Ownership Concentration on Firm Performance: Evidence from Indian Manufacturing Firms
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Plasmonic Au Nanoparticles Coated on ReS2 Nanosheets for Visible-Near-Infrared Photodetectors
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,GAGA for nonreciprocal emitters: genetic algorithm gradient ascent optimization of compact magnetophotonic crystals
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Thermal and Dimensional Stability of Photocatalytic Material ZnPS3 Under Extreme Environmental Conditions
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Synergistic Effects of Defects and Strain on Photoluminescence in Van der Waals Layered Crystal AgScP₂S₆
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Electrically tunable guided mode resonance grating for switchable photoluminescence
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Large Transverse Thermoelectric Effect in Weyl Semimetal TaIrTe Engineered for Photodetection
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Dynamically-tunable nonreciprocal epsilon-near-zero photonic platform enabled by current-biased Dirac semimetals
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Strain and Defect Contributions towards Photoluminescence in AgScP₂S₆
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Optical Characterisation of Strain and Defects in 2D Photonic Materials
Abhishek Mukherjee,Ol8FQY0AAAAJ,https://scholar.google.com/citations?user=Ol8FQY0AAAAJ&hl=en,Period doubling perturbations for absorptive and emissive switching
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,A comparative analysis of fuzzy c-means clustering and k means clustering algorithms
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Detection and classification of pests in greenhouse using image processing
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Precision agriculture system design using wireless sensor network
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Speech emotion recognition by using SVM-classifier
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Parking guidance system using Internet of Things
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Comparative performance analysis of optical flow algorithms for anomaly detection
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Object detection and tracking in video sequences
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Information and Communication Technology
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Comparative analysis of YOLOv8 and YOLOv9 models for real-time plant disease detection in hydroponics
Dr. Vinaya Gohokar,T9i37YkAAAAJ,https://scholar.google.com/citations?user=T9i37YkAAAAJ&hl=en,Simulation of convolutional encoder
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,Development of Adaptive Time weighted Dynamic Time warping for time series vegetation classification using satellite images
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,Land cover change detection using TIMESAT software and machine learning algorithms near Ujani Dam: A case study
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,Time-Variant Satellite Vegetation Classification Enabled by Hybrid Metaheuristic-Based Adaptive Time-Weighted Dynamic Time Warping
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,Dynamic Traffic Signal Control for Intelligent Cross-Junction Traffic Management
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,From Signs to Speech: An End-to-End Conversational Platform for Deaf and Mute Individuals Using GRU and LLM Integration
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,"Predict, Prevent, Personalize: A Machine Learning Approach to Heart Attack Risk and Dietary Planning"
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,FROM SENSORS TO INSIGHTS: A SCOPING REVIEW OF AI/ML APPLICATIONS IN WEARABLE HEALTH MONITORING FOR DIABETES
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,Machine Learning-Based Predictive Modeling for Diabetes and Anemia
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,User-Centric Sensor Array for Real-Time Air Pollutant Surveillance
Manisha Kumawat,n_7I_UAAAAAJ,https://scholar.google.com/citations?user=n_7I_UAAAAAJ&hl=en,A SELF-DRIVEN ACTION TAKING ROBOT INTEGRATED WITH A MULTIPURPOSE DRONE
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Spectrophotometric estimation of total tannins in some ayurvedic eye drops.
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Herbal medicine and its standardization
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Formulation and evaluation of in vitro antimicrobial activity of gel containing essential oils and effect of polymer on their antimicrobial activity
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Controlled Release System A Review
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Current status in buccal drug delivery system
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Recent Trends on Biosensors in Healthcare and Pharmaceuticals: An Overview.
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Effective cancer management: Inimitable role of phytochemical based nano-formulations
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Flavonoids as potential therapeutics in male reproductive disorders
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Dual wavelength spectrophotometric method for simultaneous estimation of ofloxacin and cefpodoxime proxetil in tablet dosage form
Dr. Satish Polshettiwar,JbGLD_gAAAAJ,https://scholar.google.com/citations?user=JbGLD_gAAAAJ&hl=en,Fabrication and Characterisation of gemcitabine hydrochloride loaded magnetically responsive
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Deepsort: Real time & multi-object detection and tracking with yolo and tensorflow
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,A review of image annotation tools for object detection
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Personality prediction from social media text: An overview
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Tinyml applications and use cases for healthcare
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Survey on techniques for cross platform mobile application development
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Securing TinyML in a connected world
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,GSM based LAN monitoring and controlling
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Personality prediction from social networks text using machine learning
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Time and energy saving through computation offloading with bandwidth consideration for mobile cloud computing
Mamta Suyog Bhamare,1k11maAAAAAJ,https://scholar.google.com/citations?user=1k11maAAAAAJ&hl=en,Prediction of Stock Market Closing Rates Using Deep Learning and Machine Learning Algorithms
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Magnetic field conditioning: an energy efficient method for crude oil transportation
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Synthesis of biodiesel from low-cost vegetable oil and prediction of the fuel properties of a biodiesel–diesel mixture
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Estimation of SARA composition of crudes purely from density and viscosity using machine learning based models
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Combined effect of pour point depressants and magnetic field on the viscosity and pour point of crude oil
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Reducing crude oil viscosity using diluents
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Extraction of environment-friendly biodegradable poly-hydroxy butyrate using novel hydrodynamic cavitation method
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Making industrial visits more outcome oriented
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Prediction of viscosity in magnetic fluid conditioning of crude oil
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Investigations on Recovery of Apparent Viscosity of Crude Oil After Magnetic Fluid Conditioning
Dr. Anand D Kulkarni,VFj-0pQAAAAJ,https://scholar.google.com/citations?user=VFj-0pQAAAAJ&hl=en,Production of Bacteriorhodopsin Nanoparticles Isolated from the Haloarchaeon Halobacterium Noricense for Biosensitized Solar Cell Development
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Computation of separate ratio and regression estimator under neutrosophic stratified sampling: An application to climate data
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,A joint quantile regression model for multiple longitudinal outcomes
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Computation of separate product and ratio exponential estimators under neutrosophic stratified sampling: Application to climate data
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Transmission-based association mapping of triglyceride levels in a longitudinal framework using quasi-likelihood
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Including non-informative parents in transmission-based association tests
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Transmission Based Association Test for Multivariate Phenotype Using Quasi Likelihood: H. Kulkarni et al.
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Transmission-based association mapping of triglyceride levels in a longitudinal framework using quasi-likelihood 06 Biological Sciences 0604 Genetics
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,A Poisson Regression Approach for Association Mapping of Count Phenotypes
Hemant Kulkarni,ga71KboAAAAJ,https://scholar.google.com/citations?user=ga71KboAAAAJ&hl=en,Transmission Disequilibrium Test for quantitative traits based on multiple sibs
,,,
,,,
,,,
,,,
,,,
,,,
,,,
